IATA,ICAO,Airline,Country/Region
,HOM,Aero Homex,Mexico
,HPO,Almiron Aviation,Uganda
,HQO,Avinor,Norway
,HYR,Airlink Airways,Ireland
,ICM,Air Inter Cameroun,Cameroon
,IFI,Air Lift,Greece
,IKM,Aero Survey,Ghana
,ILK,Aero Airline,Kazakhstan
,IME,Airtime Charters,United Kingdom
,IMN,Aerotaxis Cimarron,Mexico
,INA,Aero Internacional,Mexico
,ING,Aeroingenieria,Chile
,INO,Aeroservicios Intergrados de Norte,Mexico
,IPL,Airpull Aviation,Spain
,IRD,Arvand Airlines,Iran
,IRH,Atlas Aviation Group,Iran
,IRW,Aram Airline,Iran
,IRX,Aria Tour,Iran
,ITE,Aerotaxi S.R.O.,Czech Republic
,ITF,Avita-Servicos Aéreos,Angola
,ITI,AirSwift,Philippines
,ITO,Aero Citro,Mexico
,IVE,Air Executive,Spain
,IWS,Aviainvest,Russia
,JAD,Aerojal,Mexico
,JAR,Airlink,Austria
,JEE,Ambjek Air Services,Nigeria
,JKH,JETKONTOR AG,Germany
,UTX,Avfinity,United States
,JMR,Alexandair,Canada
,JMX,Air Jamaica Express,Jamaica
,JOA,Air Swift Aviation,Australia
,JOB,Aerojobeni,Mexico
,JPR,Aerosmith Aviation,United States
,JTS,Arrendamiento de Aviones Jets,Mexico
,JUA,Aero Juarez,Mexico
,KAA,Asia Aero Survey and Consulting Engineers,Republic of Korea
,KAD,Air Kirovograd,Ukraine
,KAM,Air Mach,Italy
,KAV,Air Kufra,Libya
,KEK,Arkhabay,Kazakhstan
,KFK,Aero Charter Krifka,Austria
,KFT,Air Kraft Mir,Uzbekistan
,KGD,Air Concorde,Bulgaria
,KHH,Alexandria Airlines,Egypt
,KIE,Afit,Germany
,KKB,Air South,United States
,KLB,Air Mali International,Mali
,KLZ,Aerokaluz,Mexico
,KOY,Araiavia,Kazakhstan
,KRE,AeroSucre,Colombia
,KRT,Air Kokshetau,Kazakhstan
,KSI,Air Kissari,Angola
,KTN,Aeronavigaciya,Ukraine
,KVR,Alliance Avia,Kazakhstan
,KYC,Av Atlantic,United States
,LAG,Aviation Legacy,Gambia
,,Aerovías De Lagos,Mexico
,LBI,Albisa,Mexico
,LBW,Albatros Airways,Albania
,LDG,Aerolíneas Aéreas Ejecutivas De Durango,Mexico
,LDN,Al-Donas Airlines,Nigeria
,LDR,Aero Lider,Mexico
,LEM,Aleem,Egypt
,LET,Aerolíneas Ejecutivas,Mexico
,LFC,Aero Control Air,Canada
,LGN,Aerolaguna,Mexico
,LHR,Al Ahram Aviation,Egypt
,LIE,Al-Dawood Air,Nigeria
,LKP,American Aviation,United States
,LKS,Airlink Solutions,Spain
,LKY,Air Solutions,United States
,LMA,Aerolima,Mexico
,LML,Alamia Air,Libya
,LMP,Air Plus Argentina,Argentina
,LMT,Almaty Aviation,Kazakhstan
,LMX,Aerolíneas Mexicanas J S,Mexico
,LMY,Air Almaty,Kazakhstan
,LMZ,Air Almaty ZK,Kazakhstan
,LNT,Aerolíneas Internacionales,Mexico
,LOK,Alok Air,Sudan
,LOU,Air Saint Louis,Senegal
,LPC,Alpine Aviation,South Africa
,LRO,Alrosa-Avia,Russia
,LRW,Al Rida Airways,Mauritania
,LSK,Aurela,Lithuania
,LSM,Aerobusinessservice,Russia
,LSR,Alsair,France
,LTI,Aerotaxis Latinoamericanos,Mexico
,LUC,Albinati Aeronautics,Switzerland
,LVN,Aliven,Italy
,LVR,Aviavilsa,Lithuania
,LYT,Apatas Air,Lithuania
,LZP,Air Ban,Bulgaria
,LZR,Air Lazur,Bulgaria
,MAM,Aeródromo De La Mancha,Spain
,MBA,Avag Air,Austria
,MBB,Air Manas,Kyrgyzstan
,MBC,Airjet Exploracao Aerea de Carga,Angola
,MBV,Aeriantur-M,Moldova
,MCB,Air Mercia,United Kingdom
,MCD,Air Medical,United Kingdom
,MCO,Aerolíneas Marcos,Mexico
,MDC,Atlantic Aero and Mid-Atlantic Freight,United States
,MDX,Aerosud Charter,South Africa
,MEF,Air Meridan,Nigeria
,MFL,Aero McFly,Mexico
,MGE,Asia Pacific Airlines,United States
,MGS,Aeromagar,Mexico
,MIE,Aero Premier De Mexico,Mexico
,MLF,Amal Airlines,Djibouti
,MLN,Air Madeleine,Canada
,MMC,Aermarche,Italy
,MMD,Air Alsie,Denmark
,MMM,Aviation Company Meridian,Russia
,MMP,AMP Incorporated,United States
,MMX,Airmax,Peru
,MNE,Aerolíneas Amanecer,Mexico
,MNG,Aero Mongolia,Mongolia
,MOC,Air Monarch Cargo,Mexico
,MOP,Aeropublicitaria De Angola,Angola
,MOR,Aerolíneas De Morelia,Mexico
,MQT,Air ITM,France
,MRL,Aeromorelos,Mexico
,MRM,Aerocharter,Canada
,MSC,Air Cairo,Egypt
,MSK,Air Sport,Bulgaria
,MSM,Aeromas,Uruguay
,MSO,Aerolíneas Mesoamericanas,Mexico
,MSV,Aero-Kamov,Russia
,MTB,Aerotaxis Metropolitanos,Mexico
,MTE,Aeromet Línea Aérea,Chile
,MTK,Air Metack,Angola
,MTY,Air Montegomery,United Kingdom
,MXO,Aerotaxi Mexicano,Mexico
,MYS,Aero Yaqui Mayo,Mexico
,MZK,AVC Airlines,Japan
,MZL,Aerovías Montes Azules,Mexico
,NEL,Aero Servicios de Nuevo Laredo,Mexico
,NGV,Angoavia,Angola
,NID,Aeroni,Mexico
,NIE,Aeroejecutiva Nieto,Mexico
,NKZ,Aerokuzbass,Russia
,NRE,Aviones Are,Mexico
,NRS,Atlantic Richfield Company,United States
,NSO,Aerolíneas Sosa,Honduras
,NTD,Aero Norte,Mexico
,NTV,Air Inter Ivoire,Ivory Coast
,NUL,Aeroservicios De Nuevo Leon,Mexico
,NVI,Avial NV Aviation Company,Russia
,NWG,Airwing,Norway
,NXA,Air Next,Japan
,OAO,Arkhangelsk 2 Aviation Division,Russia
,OGI,Aerogisa,Mexico
,OLV,Aerolíneas Olve,Mexico
,OMG,Aeromega,United Kingdom
,ONR,Air One Nine,Libya
,ONT,Air Ontario,Canada
,ORP,Aerocorp,Mexico
,OSN,Aerosan,Mexico
,OSO,Aviapartner Limited Company,Russia
,PAJ,Aliparma,Italy
,PBT,Air Parabet,Bangladesh
,PCG,Aeropostal Cargo de Mexico,Mexico
,PCK,Air Pack Express,Spain
,PCS,Air Palace,Mexico
,PEV,Peoples Vienna Line,Austria
,PFI,Aerolíneas Chihuahua,Mexico
,PFT,Air Cargo Express International,United States
,PHR,Al Farana Airline,Egypt
,PHW,Ave.com,United Arab Emirates
,PIE,Air South West,United Kingdom
,PIF,Aeroservicios California Pacifico,Mexico
,PKA,AST Pakistan Airways,Pakistan
,PNL,Aero Personal,Mexico
,PNU,Aero Servicios Platinum,Mexico
,POY,Apoyo Aéreo,Mexico
,PRT,Atlantic Coast Jet,United States
,PZA,Aéreo Taxi Paraza,Mexico
,QEA,Aviation Consultancy Office,Australia
,QAT,Aero Taxi,Canada
,QKC,Aero Taxi Aviation,United States
,QLA,Aviation Quebec Labrador,Canada
,QUI,Aero Quimmco,Mexico
,RAD,Alada,Angola
,RAI,Aerotur Air,Kazakhstan
,RAP,Air Center Helicopters,United States
,RBE,Aur Rum Benin,Benin
,RBJ,Aeroserivios Del Bajio,Mexico
,RBV,Air Roberval,Canada
,RCC,Air Charters Eelde,Netherlands
,RCE,Aerocer,Mexico
,RCF,Aeroflot-Cargo,Russia
,RCI,Air Cassai,Angola
,RCO,Aero Renta De Coahuila,Mexico
,RCP,Aerocorp,Mexico
,RCQ,Aerolíneas Regionales,Mexico
,RCU,Atlantic S.L.,Spain
,RCX,Air Service Center,Italy
,RDM,Air Ada,Mauritania
,REN,Aero-Rent,Mexico
,RES,Australian Maritime Safety Authority,Australia
,REY,Aero-Rey,Mexico
,RFC,Aero Africa,Eswatini
,RFD,Aerotransportes Rafilher,Mexico
,RGO,Argo,Dominican Republic
,RGR,Avior Regional,Venezuela
,RGT,Airbourne School of Flying,United Kingdom
,RHL,Air Archipels,France
,RIF,Aviation Ministry of the Interior of the Russian Federation,Russian Federation
,RIS,Aeris Gestión,Spain
,RJS,Aeroservicios Jet,Mexico
,RKA,Air Afrique,Ivory Coast
,RLL,Air Leone,Sierra Leone
,RLZ,Air Alize,France
,RMD,Air Amder,Mauritania
,RMO,Arm-Aero,Armenia
,RMX,Air Max,Bulgaria
,RNM,Aeronem Air Cargo,Ecuador
,RNR,Air Cargo Masters,United States
,ROE,Aeroeste,Bolivia
,ROH,Aero Gen,Mexico
,ROI,Avior Airlines,Venezuela
,ROL,Aeroel Airways,Israel
,ROO,Aeroitalia,Italy
,ROD,Aerodan,Mexico
,RPC,Aerolíneas Del Pacífico,Ecuador
,RRC,Aero Roca,Mexico
,RRE,Aerotransportes Internacionales De Torreon,Mexico
,RSC,Aerolíneas Ejecutivas Tarascas,Mexico
,RTE,Aeronorte,Portugal
,RTH,Artis,France
,RTO,Arhabaev Tourism Airlines,Kazakhstan
,RTQ,Air Turquoise,France
,RTU,Aerotucan,Mexico
,RUD,Air Anastasia,Ukraine
,RUM,Air Rum,Sierra Leone
,RVP,Air VIP,Portugal
,RVT,Aircompany Veteran,Armenia
,RWB,Alliance Express Rwanda,Rwanda
,RWC,Arrow Ecuador Arrowec,Ecuador
,RWY,Aerogroup 98 Limited,United Kingdom
,RXT,Aeroxtra,Mexico
,RWS,Air Whitsunday,Australia
,RZL,Aero Zambia,Zambia
,RZN,Aero Zano,Mexico
,RZZ,Anoka Air Charter,United States
,SBH,Aerosaab,Mexico
,SCD,Associated Aviation,Nigeria
,SCM,American Jet International,United States
,SDP,Aero Sudpacifico,Mexico
,SEF,Aero Servicios Ejecutivas Del Pacifico,Mexico
,SGV,Aerosegovia,Nicaragua
,SHH,Airshare Holdings,United Kingdom
,SIY,Aerosiyusa,Mexico
,SIZ,Aero Silza,Mexico
,SJN,Air San Juan,United States
,SKP,Aero-North Aviation Services,Canada
,SMI,Aero Sami,Mexico
,SOD,Aerolíneas Sol,Mexico
,SOE,Air Soleil,Mauritania
,SOG,Aero Soga,Guinea-Bissau
,SPD,Airspeed Aviation,Canada
,SPO,Aeroservicios Ejecutivos Del Pacifico,Mexico
,SPY,Asian Aerospace Service,Thailand
,SPZ,Airworld,South Africa
,SQR,Alsaqer Aviation,Libya
,SRI,Air Safaris and Services,New Zealand
,SRV,Aero Servicio Corporativo,Mexico
,SSL,Air Sultan,Sierra Leone
,SSM,Aero 1 Pro-Jet,Canada
,SSN,Airquarius Air Charter,South Africa
,STK,Aeropac,United States
,STT,Air St. Thomas,United States
,SUE,Aerolíneas Del Sureste,Mexico
,SUY,Aerial Surveys (1980) Limited,New Zealand
,SYT,Aerosud Aviation,South Africa
,TAA,Aeroservicios de La Costa,Mexico
,TBL,Aerotrebol,Mexico
,TBO,Aero Taxi de Los Cabos,Mexico
,TCO,Aerotranscolombina de Carga,Colombia
,TDG,Air Cargo Express,United States
,TDT,Atlas Helicopters,United Kingdom
,TDY,Air Today,United States
,TED,Aero Servicios Azteca,Mexico
,TIR,Antair,Mexico
,TLD,Aereo Taxi Autlan,Mexico
,TLE,Aero Util,Mexico
,TLU,Aero Toluca Internactional,Mexico
,TME,Aero Taxi del Centro de Mexico,Mexico
,TOC,Aerotropical,Mexico
,TOH,Air Tomisko,Serbia
,TON,Aero Tonala,Mexico
,TPB,Aero Tropical,Angola
,TPK,Air Horizon,Chad
,TPO,Aero Taxi del Potosi,Mexico
,TQS,Aeroturquesa,Mexico
,TRH,Airmark Aviation,United States
,TSQ,airtransse,Japan
,TTB,Aerolíneas Turísticas del Caribe,Mexico
,TTE,Avcenter,United States
,TUN,Air Tungaru,Kiribati
,TXD,Aerotaxis del Noroeste,Mexico
,TXF,Aerotaxis Alfe,Mexico
,TXI,Aereotaxis,Mexico
,TZA,Aero Tomza,Mexico
,TZT,Air Zambezi,Zimbabwe
,UAG,Afra Airlines,Ghana
,UAR,Aerostar Airlines,Ukraine
,UCK,Air Division of the Eastern Kazakhstan Region,Kazakhstan
,UED,Air LA,United States
,UMB,Air Umbria,Italy
,UND,Atuneros Unidos de California,Mexico
,USC,AirNet Express,United States
,VNR,Avantair,United States
,VTG,Aviação Transportes Aéreos e Cargas,Angola
,WAS,Air-Watania,Iraq
,AAJ,Alfa Airlines,Sudan
,AAK,Alaska Island Air,United States
,XFS,American Flight Service Systems,United States
,XMG,AMS Group,Russia
,ABI,Antigua and Barbuda Airways,Antigua and Barbuda
,EDY,Apollo Air Service,United Kingdom
,SRY,As-Aero,Armenia
,XXX,ASL (Air Service Liege),Belgium
,XJA,Assistance Aeroportuaire de L'Aeroport de Paris,France
,AAE,Astec Air East,United States
,AAP,Astro Air International,Philippines
,ATT,Attawasol Airlines,Libya
,VAI,Avalair,Serbia
,VRT,Averitt Air Charter,United States
,VSC,AVESCA,Colombia
,AJF,Avia Consult Flugbetriebs,Austria
,VTT,Avia Trans Air Transport,Sudan
,XAV,Aviaprom Enterprises,Russia
,AVB,Aviation Beauport,United Kingdom
,AVQ,"Aviation Services, Inc.",United States
,ACJ,Avicon,Kenya
,VSR,Aviostart AS,Bulgaria
,VSA,Avstar Aviation,South Africa
,BBF,B-Air Charter,Germany
,EFW,BA Euroflyer,United Kingdom
,BAC,BAC Leasing Limited,United Kingdom
,BOB,Backbone A/S,Denmark
,BAE,BAE Systems,United Kingdom
,BAB,Bahrain Air BSC (Closed),Bahrain
,BFW,Bahrain Defence Force,Bahrain
,BXA,Bahrain Executive Air Services,Bahrain
,BJA,Baja Air,Mexico
,OGJ,Bakoji Airlines Services,Nigeria
,BEF,Balear Express,Spain
,BLN,Bali International Air Service,Indonesia
,BAA,Balkan Agro Aviation,Bulgaria
,BHI,Balkh Airlines,Afghanistan
,PNT,Balmoral Central Contracts,South Africa
,BLL,Baltic Airlines,Russia
,BLT,Baltic Aviation,United States
,BJC,Baltic Jet Aircompany,Latvia
,BTH,Baltijas Helicopters,Latvia
,CPJ,Baltimore Air Transport,United States
,EAH,Baltimore Airways,United States
,BTK,Baltyka,Ukraine
,,BAX Global,
,AUJ,Business Flight Salzburg,Austria
,CWR,Beijing City International Jet,China
,BJV,Beijing Vistajet Aviation,China
,BHK,Blu Halkin,United Kingdom
,BXJ,Brixtel Group,United States
,BYG,Bygone Aviation,United States
,BBJ,Blue Air Lines,South Korea
,BCJ,Blue Jet Charters,Poland
,BNA,Bun Air Corporation,United States
,BAF,Belgian Air Force,Belgium
,BAK,Blackhawk Airways,United States
,BAL,Britannia Airways,United Kingdom
,BAM,Business Air Services,Canada
,BAN,British Antarctic Survey,United Kingdom
,BAR,Bradly Air (Charter) Services,Canada
,BAU,Bissau Airlines,Guinea-Bissau
,BAV,Bay Aviation Ltd,Bangladesh
,BAX,Best Aero Handling Ltd,Russia
,BAY,Bravo Airways,Ukraine
,BBA,Bannert Air,Austria
,BBS,Beibars CJSC,Kazakhstan
,BBV,Bravo Airlines,Spain
,BBZ,Bluebird Aviation,Kenya
,BCR,British Charter,United Kingdom
,BCT,BCT Aviation,United Kingdom
,BCV,Business Aviation Center,Ukraine
,BDF,Bissau Discovery Flying Club,Guinea-Bissau
,AYB,Belgian Army,Belgium
,BEA,Best Aviation Ltd,Bangladesh
,BED,Belgorod Air Enterprise,Russia
,BEH,Bel Air Helicopters,Denmark
,BEK,Berkut Air,Kazakhstan
,BET,BETA - Brazilian Express Transportes Aéreos,Brazil
,BFC,Basler Flight Service,United States
,BFG,Bear Flight,Sweden
,BFO,Bombardier,Canada
,BFR,Burkina Airlines,Burkina Faso
,BFS,Business Flight Sweden,Sweden
,BGI,British Gulf International,São Tomé and Príncipe
,BGK,British Gulf International-Fez,Kyrgyzstan
,BGM,Bugulma Air Enterprise,Russia
,BGR,Budget Air Bangladesh,Bangladesh
,BGT,Bergen Air Transport,Norway
,BHN,Bristow Helicopters Nigeria,Nigeria
,BHO,Bhoja Airlines,Pakistan
,BHR,Bighorn Airways,United States
,BHT,Bright Air,Netherlands
,BHY,Bosphorus European Airways,Turkey
,BID,Binair,Germany
,BIG,Big Island Air,United States
,BIL,Billund Air Center,Denmark
,BIN,Boise Interagency Fire Center,United States
,BIO,Bioflight A/S,Denmark
,BIR,Bird Leasing,United States
,BIZ,Bizjet Ltd,United Kingdom
,BJS,Business Jet Solutions,United States
,BKF,BF-Lento OY,Finland
,BKK,Blink,United Kingdom
,BKJ,Barken International,United States
,BKV,Bukovyna,Ukraine
,BLB,Blue Bird Aviation,Sudan
,BLC,Bellesavia,Belarus
,BLE,Blue Line,France
,BLG,Belgavia,Belgium
,BLH,Blue Horizon Travel Club,United States
,BLJ,Blue Jet,Spain
,BLM,Blue Sky Airlines,Armenia
,BMD,British Medical Charter,United Kingdom
,BME,Briggs Marine Environmental Services,United Kingdom
,BMH,Bristow Masayu Helicopters,Indonesia
,BMN,Bowman Aviation,United States
,BMW,BMW,Germany
,BMX,Banco de Mexico,Mexico
,BND,Bond Offshore Helicopters,United Kingdom
,BNE,Benina Air,Libya
,BNG,BN Group Limited,United Kingdom
,BNJ,Air Service Liège (ASL),Belgium
,BNL,Blue Nile Ethiopia Trading,Ethiopia
,BNR,Bonair Aviation,Canada
,BNS,Bancstar - Valley National Corporation,United States
,BNT,Bentiu Air Transport,Sudan
,BNV,Benane Aviation Corporation,Mauritania
,BNW,British North West Airlines,United Kingdom
,BOD,Bond Air Services,Uganda
,BOA,Boniair,North Macedonia
,BOE,Boeing,United States
,BOF,Bordaire,Canada
,BOO,Bookajet Limited,United Kingdom
,BPK,Berkhut ZK,Kazakhstan
,BPO,Bundespolizei-Fliegertruppe,Germany
,BPS,Budapest Aircraft Services/Manx2,Hungary
,BPT,Bonus Aviation,United Kingdom
,BPX,British Petroleum Exploration,Colombia
,BRD,Brock Air Services,Canada
,BRE,Breeze Ltd,Ukraine
,BRK,Briansk State Air Enterprise,Russia
,BRN,Branson Airlines,United States
,BRO,BASE Regional Airlines,Netherlands
,BRS,Brazilian Air Force,Brazil
,BRV,Bravo Air Congo,Democratic Republic of the Congo
,BRW,Bright Aviation Services,Bulgaria
,BRX,Buffalo Express Airlines,United States
,BRY,Burundayavia,Kazakhstan
,BSC,Bistair - Fez,Kyrgyzstan
,BSD,Blue Star Airlines,Mexico
,BSI,Brasair Transportes Aéreos,Brazil
,BSJ,Blue Swan Aviation,United Kingdom
,BSM,Blue Sky Aviation,Lebanon
,BSS,Bissau Aero Transporte,Guinea-Bissau
,BST,Best Air,Turkey
,BSW,Blue Sky Airways,Czech Republic
,BTI,Air Baltic,Latvia
,BTR,Botir-Avia,Kyrgyzstan
,BTT,BT-Slavuta,Ukraine
,BUL,Blue Airlines,Democratic Republic of the Congo
,BUZ,Buzz Stansted,United Kingdom
,BVA,Buffalo Airways,United States
,BVC,Bulgarian Aeronautical Centre,Bulgaria
,BVN,Baron Aviation Services,United States
,BWD,Bluewest Helicopters-Greenland,Denmark
,BWI,Blue Wing Airlines,Suriname
,BWL,British World Airlines,United Kingdom
,BXH,Bar XH Air,Canada
,BYA,Berry Aviation,United States
,BYC,Cambodia Bayon Airlines,Cambodia
,BYF,San Carlos Flight Center,United States
,BYL,Bylina Joint-Stock Company,Russia
,BYR,Berytos Airlines,Lebanon
,BYE,Bayu Indonesia Air,Indonesia
,BZA,Bizair Fluggesellschaft,Germany
,BZZ,Butane Buzzard Aviation Corporation,United Kingdom
,CKM,BKS Air (Rivaflecha),Spain
,CLF,Bristol Flying Centre,United Kingdom
,CLN,Barnes Olsen Aeroleasing,United Kingdom
,EBA,Bond Aviation,Italy
,EXB,Brazilian Army Aviation,Brazil
,EXP,Business Express Delivery,Canada
,FOS,Bel Limited,Russia
,GAA,Business Express,United States
,HAW,Bangkok Aviation Center,Thailand
,HAX,Benair,Norway
,IRJ,Bonyad Airlines,Iran
,IVR,Burundaiavia,Kazakhstan
,LBY,Belle Air,Albania
,LED,Blom Geomatics,Norway
,LTL,Benin Littoral Airways,Benin
,LXJ,Bombardier Business Jet Solutions,United States
,MBR,Brazilian Navy Aviation,Brazil
,NYB,Belgian Navy,Belgium
,OTA,Business Aviators,United States
,OUF,Beijing Eofa International Jet,China
,PEB,Benders Air,Sweden
,POI,BGB Air,Kazakhstan
,PPS,Butte Aviation,United States
,PVO,Bearing Supplies Limited,United Kingdom
,RHD,Bond Air Services,United Kingdom
,RLR,Business Airfreight,United States
,RRS,Boscombe Down DERA (Formation),United Kingdom
,SCJ,Business Jet Sweden,Sweden
,SHT,British Airways Shuttle,United Kingdom
,SKH,British Sky Broadcasting,United Kingdom
,TBL,Bell Aliant Regional Communications,Canada
,TXB,Bell Helicopter Textron,Canada
,UKA,Buzzaway Limited,United Kingdom
,VLX,Biz Jet Charter,United States
,VOL,Blue Chip Jet,Sweden
,WFD,BAE Systems,United Kingdom
,WTN,BAE Systems,United Kingdom
,XBO,Baseops International,United States
,XDA,Bureau Veritas,France
,XMS,British Airways Santa,United Kingdom
,ZBA,Boskovic Air Charters Limited,Kenya
,JMP,Businesswings,Germany
,SRJ,C Air Jet Airlines,Syria
,TIP,C and M Aviation,United States
,ORO,C N Air,Spain
,RWG,C&M Airways,United States
,RMU,"C.S.P., Societe",Mauritania
,CJZ,Caliber Jet,United States
,QAI,Conquest Air,United States
,CBH,Corporate Eagle Management Services,United States
,CRF,Croix Rouge Francais,France
,CAA,Civil Aviation Authority of the Czech Republic,Czech Republic
,BKR,Civil Air Patrol South Carolina Wing,United States
,BFN,Compagnie Nationale Naganagani,Burkino Faso
,AWX,Civil Aviation Authority Directorate of Airspace Policy,United Kingdom
,BBN,Civil Aviation Authority Airworthiness Division,United Kingdom
,ATQ,CHC Helicopters Nigeria,Nigeria
,APL,Corporativo Aereo Principal,Mexico
,AIO,"Chief of Staff, United States Air Force",United States
,AID,Christian Konig - Century Airbirds,Austria
,,Cambridge Recurrent Training,United Kingdom
,,California Department of Forestry and Fire Protection,United States
,,Careflight Queensland,Australia
,,Castle Air Charter,United Kingdom
,,Challenges Aviation,United Kingdom
,,Challenges Limited,United Kingdom
,,Cheqair,United Kingdom
,,Clacton Aero Club,United Kingdom
,,Coral Sun Airways,Kiribati
,,Cowan Group,United States
,SMW,Carpatair Flight Service,Romania
,CCL,Cambodia Airlines,Cambodia
,CCB,Caricom Airways,Barbados
,CYH,China Southern Airlines Henan,China
,CFB,Chongqing Forebase General Aviation,China
,XCA,Colt Transportes Aereos,Brazil
,GCY,CHC Global Operations International,United Kingdom
,AUN,Common Sky,Austria
,CBI,Cabi,Ukraine
,CPI,Compagnia Aeronautica Italiana,Italy
,CMR,CAM Air Management,United Kingdom
,CTZ,CATA Línea Aérea,Argentina
,CCF,CCF Manager Airline,Germany
,CED,CEDTA (Compañía Ecuatoriana De Transportes Aéreos),Ecuador
,HBI,CHC Denmark,Denmark
,HEM,CHC Helicopter,Australia
,HKS,CHC Helikopter Service,Norway
,VCI,CI-Tours,Ivory Coast
,CKC,CKC Services,United States
,CMZ,CM Stair,Mauritania
,CNT,Centre national d'études des télécommunications - C.N.E.T.,France
,OAP,COAPA AIR,Mexico
,PDR,COMAV,Namibia
,CRH,CRI Helicopters Mexico,Mexico
,IRO,CSA Air,United States
,CSE,CSE Aviation,United Kingdom
,CTQ,CTK Network Aviation,Ghana
,CBR,Cabair College of Air Training,United Kingdom
,CVE,Cabo Verde Express,Cape Verde
,CWD,Caernarfon Airworld,United Kingdom
,CXE,Caicos Express Airways,Turks and Caicos Islands
,CCE,Cairo Air Transport Company,Egypt
,CGC,Cal Gulf Aviation,São Tomé and Príncipe
,REZ,Cal-West Aviation,United States
,CSL,California Air Shuttle,United States
,HSO,Campania Helicopteros De Transporte,Spain
,PIL,Canada Jet Charters,Canada
,CTG,Canadian Coast Guard,Canada
,HIA,Canadian Eagle Aviation,Canada
,CFC,Canadian Forces,Canada
,BZD,Canadian Global Air Ambulance,Canada
,CDN,Canadian Helicopters,Canada
,TKR,Canadian Interagency Forest Fire Centre,Canada
,XNC,Canadian National Telecommunications,Canada
,CDR,Canadian Regional Airlines,Canada
,CWH,Canadian Warplane Heritage Museum,Canada
,CWW,Canair,China
,CUI,Cancun Air,Mexico
,CTO,Cape Air Transport,Australia
,SEM,Cape Central Airways,United States
,CMY,Cape Smythe Air,United States
,CPX,Capital Air Service,United States
,CPD,Capital Airlines,Kenya
,NCP,Capital Airlines Limited,Nigeria
,CCQ,Capital City Air Carriers,United States
,EGL,Capital Trading Aviation,United Kingdom
,CEX,Capitol Air Express,United States
,CWZ,Capitol Wings Airline,United States
,VAN,Caravan Air,Mauritania
,CWN,Cardiff Wales Flying Club,United Kingdom
,FVA,Cardinal/Air Virginia,United States
,GOL,Cardolaar,Namibia
,CDI,Cards Air Services,Philippines
,CFH,CareFlight,Australia
